accession,protein_accession,collection_date,sgene_begin,sgene_end,location,region
MW185226.1,QOT63146.1,2020-08-01,21509,25330,Australia: Victoria,Oceania
MW185224.1,QOT63122.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185223.1,QOT63110.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185222.1,QOT63098.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185221.1,QOT63086.1,2020-09-19,21525,25346,Australia: Victoria,Oceania
MW185219.1,QOT63062.1,2020-08-17,21525,25346,Australia: Victoria,Oceania
MW185218.1,QOT63050.1,2020-08-10,21525,25346,Australia: Victoria,Oceania
MW185217.1,QOT63038.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185216.1,QOT63026.1,2020-08-02,21555,25376,Australia: Victoria,Oceania
MW185215.1,QOT63014.1,2020-07-24,21551,25372,Australia: Victoria,Oceania
MW185213.1,QOT62990.1,2020,21525,25346,Australia: Victoria,Oceania
MW185212.1,QOT62978.1,2020-07-31,21525,25346,Australia: Victoria,Oceania
MW185210.1,QOT62954.1,2020-08-01,21547,25368,Australia: Victoria,Oceania
MW185208.1,QOT62930.1,2020-07-25,21525,25346,Australia: Victoria,Oceania
MW185207.1,QOT62918.1,2020-08-02,21525,25346,Australia: Victoria,Oceania
MW185203.1,QOT62870.1,2020-09-19,21561,25382,Australia: Victoria,Oceania
MW185202.1,QOT62858.1,2020-08-19,21514,25335,Australia: Victoria,Oceania
MW185201.1,QOT62846.1,2020-08-17,21514,25335,Australia: Victoria,Oceania
MW185200.1,QOT62834.1,2020-09-20,21524,25345,Australia: Victoria,Oceania
MW185199.1,QOT62822.1,2020,21524,25345,Australia: Victoria,Oceania
MW185198.1,QOT62810.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185197.1,QOT62798.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185196.1,QOT62786.1,2020-09-20,21524,25345,Australia: Victoria,Oceania
MW185194.1,QOT62762.1,2020-08-07,21514,25335,Australia: Victoria,Oceania
MW185193.1,QOT62750.1,2020-08-29,21544,25365,Australia: Victoria,Oceania
MW185192.1,QOT62738.1,2020-09-02,21546,25367,Australia: Victoria,Oceania
MW185191.1,QOT62726.1,2020-07-29,21514,25335,Australia: Victoria,Oceania
MW185189.1,QOT62702.1,2020-08-12,21525,25346,Australia: Victoria,Oceania
MW185187.1,QOT62678.1,2020-08-30,21513,25334,Australia: Victoria,Oceania
MW185186.1,QOT62666.1,2020-07-19,21524,25345,Australia: Victoria,Oceania
MW185185.1,QOT62654.1,2020-08-21,21547,25368,Australia: Victoria,Oceania
MW185184.1,QOT62642.1,2020-09-21,21525,25346,Australia: Victoria,Oceania
MW185182.1,QOT62618.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185181.1,QOT62606.1,2020-08-05,21525,25346,Australia: Victoria,Oceania
MW185180.1,QOT62594.1,2020-08-09,21524,25345,Australia: Victoria,Oceania
MW185179.1,QOT62582.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185178.1,QOT62570.1,2020-08-04,21516,25337,Australia: Victoria,Oceania
MW185176.1,QOT62546.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185175.1,QOT62534.1,2020-09-22,21524,25345,Australia: Victoria,Oceania
MW185174.1,QOT62522.1,2020-08-03,21526,25347,Australia: Victoria,Oceania
MW185173.1,QOT62510.1,2020-08-17,21525,25346,Australia: Victoria,Oceania
MW185171.1,QOT62486.1,2020-09-17,21509,25330,Australia: Victoria,Oceania
MW185169.1,QOT62462.1,2020-07-25,21524,25345,Australia: Victoria,Oceania
MW185168.1,QOT62450.1,2020-08-03,21547,25368,Australia: Victoria,Oceania
MW185167.1,QOT62438.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185164.1,QOT62402.1,2020-08-01,21546,25367,Australia: Victoria,Oceania
MW185162.1,QOT62378.1,2020-08-13,21525,25346,Australia: Victoria,Oceania
MW185161.1,QOT62366.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185159.1,QOT62342.1,2020-08-18,21538,25359,Australia: Victoria,Oceania
MW185158.1,QOT62330.1,2020-07-26,21525,25346,Australia: Victoria,Oceania
MW185156.1,QOT62306.1,2020-08-08,21524,25345,Australia: Victoria,Oceania
MW185155.1,QOT62294.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185153.1,QOT62270.1,2020-09-09,21556,25377,Australia: Victoria,Oceania
MW185152.1,QOT62258.1,2020-08-21,21514,25335,Australia: Victoria,Oceania
MW185151.1,QOT62246.1,2020-09-30,21538,25359,Australia: Victoria,Oceania
MW185150.1,QOT62234.1,2020-07-27,21557,25378,Australia: Victoria,Oceania
MW185148.1,QOT62210.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185146.1,QOT62186.1,2020-08-02,21525,25346,Australia: Victoria,Oceania
MW185145.1,QOT62174.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW185144.1,QOT62162.1,2020-08-12,21557,25378,Australia: Victoria,Oceania
MW185143.1,QOT62150.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185142.1,QOT62138.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW185141.1,QOT62126.1,2020-08-02,21524,25345,Australia: Victoria,Oceania
MW185140.1,QOT62114.1,2020-08-25,21525,25346,Australia: Victoria,Oceania
MW185138.1,QOT62090.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185137.1,QOT62078.1,2020-09-03,21525,25346,Australia: Victoria,Oceania
MW185136.1,QOT62066.1,2020-07-21,21551,25372,Australia: Victoria,Oceania
MW185135.1,QOT62054.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185133.1,QOT62030.1,2020-08-02,21559,25380,Australia: Victoria,Oceania
MW185132.1,QOT62018.1,2020-07-30,21516,25337,Australia: Victoria,Oceania
MW185131.1,QOT62006.1,2020-08-09,21555,25376,Australia: Victoria,Oceania
MW185130.1,QOT61994.1,2020-07-31,21514,25335,Australia: Victoria,Oceania
MW185129.1,QOT61982.1,2020-07-26,21524,25345,Australia: Victoria,Oceania
MW185128.1,QOT61970.1,2020-08-10,21525,25346,Australia: Victoria,Oceania
MW185126.1,QOT61946.1,2020-07-30,21524,25345,Australia: Victoria,Oceania
MW185125.1,QOT61934.1,2020,21514,25335,Australia: Victoria,Oceania
MW185123.1,QOT61910.1,2020-09-19,21526,25347,Australia: Victoria,Oceania
MW185122.1,QOT61898.1,2020-08-17,21561,25382,Australia: Victoria,Oceania
MW185121.1,QOT61886.1,2020-08-01,21509,25330,Australia: Victoria,Oceania
MW185120.1,QOT61874.1,2020-08-27,21525,25346,Australia: Victoria,Oceania
MW185119.1,QOT61862.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185118.1,QOT61850.1,2020-09-01,21524,25345,Australia: Victoria,Oceania
MW185116.1,QOT61826.1,2020,21563,25384,Australia: Victoria,Oceania
MW185114.1,QOT61802.1,2020-08-24,21514,25335,Australia: Victoria,Oceania
MW185113.1,QOT61790.1,2020-09-02,21516,25337,Australia: Victoria,Oceania
MW185111.1,QOT61766.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185109.1,QOT61742.1,2020-09-27,21524,25345,Australia: Victoria,Oceania
MW185108.1,QOT61730.1,2020-09-16,21525,25346,Australia: Victoria,Oceania
MW185107.1,QOT61718.1,2020-08-05,21537,25358,Australia: Victoria,Oceania
MW185106.1,QOT61706.1,2020-07-25,21530,25351,Australia: Victoria,Oceania
MW185105.1,QOT61694.1,2020-07-23,21525,25346,Australia: Victoria,Oceania
MW185104.1,QOT61682.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185103.1,QOT61670.1,2020-07-29,21507,25328,Australia: Victoria,Oceania
MW185102.1,QOT61658.1,2020-08-22,21525,25346,Australia: Victoria,Oceania
MW185101.1,QOT61646.1,2020-09-15,21555,25376,Australia: Victoria,Oceania
MW185099.1,QOT61623.1,2020-08-05,21546,25367,Australia: Victoria,Oceania
MW185098.1,QOT61611.1,2020-09-02,21516,25337,Australia: Victoria,Oceania
MW185096.1,QOT61587.1,2020-07-29,21514,25335,Australia: Victoria,Oceania
MW185094.1,QOT61563.1,2020-08-09,21509,25330,Australia: Victoria,Oceania
MW185093.1,QOT61551.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185091.1,QOT61527.1,2020-09-06,21539,25360,Australia: Victoria,Oceania
MW185090.1,QOT61515.1,2020-08-08,21525,25346,Australia: Victoria,Oceania
MW185089.1,QOT61503.1,2020-08-09,21541,25362,Australia: Victoria,Oceania
MW185088.1,QOT61491.1,2020-08-05,21525,25346,Australia: Victoria,Oceania
MW185087.1,QOT61479.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185086.1,QOT61467.1,2020-08-05,21525,25346,Australia: Victoria,Oceania
MW185084.1,QOT61443.1,2020-07-21,21509,25330,Australia: Victoria,Oceania
MW185081.1,QOT61407.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185080.1,QOT61395.1,2020-07-24,21524,25345,Australia: Victoria,Oceania
MW185078.1,QOT61371.1,2020-08-28,21525,25346,Australia: Victoria,Oceania
MW185077.1,QOT61359.1,2020-08-26,21516,25337,Australia: Victoria,Oceania
MW185076.1,QOT61347.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185075.1,QOT61335.1,2020-07-25,21523,25344,Australia: Victoria,Oceania
MW185074.1,QOT61323.1,2020-08-28,21546,25367,Australia: Victoria,Oceania
MW185073.1,QOT61311.1,2020-08-03,21547,25368,Australia: Victoria,Oceania
MW185072.1,QOT61299.1,2020-09-04,21446,25267,Australia: Victoria,Oceania
MW185071.1,QOT61287.1,2020-08-03,21560,25381,Australia: Victoria,Oceania
MW185070.1,QOT61275.1,2020-07-30,21550,25371,Australia: Victoria,Oceania
MW185069.1,QOT61263.1,2020-08-06,21525,25346,Australia: Victoria,Oceania
MW185067.1,QOT61239.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185066.1,QOT61227.1,2020-09-04,21514,25335,Australia: Victoria,Oceania
MW185065.1,QOT61215.1,2020-08-26,21509,25330,Australia: Victoria,Oceania
MW185064.1,QOT61203.1,2020-08-17,21533,25354,Australia: Victoria,Oceania
MW185062.1,QOT61179.1,2020-08-06,21515,25336,Australia: Victoria,Oceania
MW185061.1,QOT61167.1,2020-08-06,21524,25345,Australia: Victoria,Oceania
MW185059.1,QOT61143.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185058.1,QOT61131.1,2020-08-01,21514,25335,Australia: Victoria,Oceania
MW185057.1,QOT61119.1,2020,21524,25345,Australia: Victoria,Oceania
MW185055.1,QOT61095.1,2020-08-05,21516,25337,Australia: Victoria,Oceania
MW185053.1,QOT61071.1,2020-07-25,21525,25346,Australia: Victoria,Oceania
MW185052.1,QOT61059.1,2020-08-13,21525,25346,Australia: Victoria,Oceania
MW185050.1,QOT61035.1,2020-09-22,21509,25330,Australia: Victoria,Oceania
MW185049.1,QOT61023.1,2020-07-23,21525,25346,Australia: Victoria,Oceania
MW185048.1,QOT61011.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185047.1,QOT60999.1,2020-08-17,21518,25339,Australia: Victoria,Oceania
MW185046.1,QOT60987.1,2020,21525,25346,Australia: Victoria,Oceania
MW185045.1,QOT60975.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185044.1,QOT60963.1,2020-08-24,21525,25346,Australia: Victoria,Oceania
MW185042.1,QOT60939.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185040.1,QOT60915.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185038.1,QOT60891.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185037.1,QOT60879.1,2020-08-31,21524,25345,Australia: Victoria,Oceania
MW185035.1,QOT60855.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185034.1,QOT60843.1,2020-07-27,21516,25337,Australia: Victoria,Oceania
MW185032.1,QOT60819.1,2020-07-29,21546,25367,Australia: Victoria,Oceania
MW185031.1,QOT60807.1,2020-08-18,21525,25346,Australia: Victoria,Oceania
MW185030.1,QOT60795.1,2020-08-13,21516,25337,Australia: Victoria,Oceania
MW185029.1,QOT60783.1,2020-07-30,21555,25376,Australia: Victoria,Oceania
MW185028.1,QOT60771.1,2020-08-11,21514,25335,Australia: Victoria,Oceania
MW185027.1,QOT60759.1,2020-08-10,21525,25346,Australia: Victoria,Oceania
MW185026.1,QOT60747.1,2020,21525,25346,Australia: Victoria,Oceania
MW185024.1,QOT60723.1,2020-09-23,21509,25330,Australia: Victoria,Oceania
MW185023.1,QOT60711.1,2020-08-12,21524,25345,Australia: Victoria,Oceania
MW185020.1,QOT60675.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW185018.1,QOT60651.1,2020-08-08,21525,25346,Australia: Victoria,Oceania
MW185017.1,QOT60639.1,2020-07-28,21524,25345,Australia: Victoria,Oceania
MW185016.1,QOT60627.1,2020-07-30,21524,25345,Australia: Victoria,Oceania
MW185015.1,QOT60615.1,2020-08-26,21525,25346,Australia: Victoria,Oceania
MW185014.1,QOT60603.1,2020-08-02,21551,25372,Australia: Victoria,Oceania
MW185013.1,QOT60591.1,2020,21525,25346,Australia: Victoria,Oceania
MW185012.1,QOT60579.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185010.1,QOT60555.1,2020-08-14,21518,25339,Australia: Victoria,Oceania
MW185009.1,QOT60543.1,2020-08-19,21525,25346,Australia: Victoria,Oceania
MW185008.1,QOT60531.1,2020-08-09,21559,25380,Australia: Victoria,Oceania
MW185007.1,QOT60519.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185004.1,QOT60483.1,2020-08-08,21525,25346,Australia: Victoria,Oceania
MW185003.1,QOT60471.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185001.1,QOT60447.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW184999.1,QOT60423.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW184997.1,QOT60399.1,2020-07-28,21556,25377,Australia: Victoria,Oceania
MW184996.1,QOT60387.1,2020-09-01,21516,25337,Australia: Victoria,Oceania
MW184995.1,QOT60375.1,2020-08-04,21524,25345,Australia: Victoria,Oceania
MW184994.1,QOT60363.1,2020-08-26,21509,25330,Australia: Victoria,Oceania
MW184993.1,QOT60351.1,2020-08-02,21524,25345,Australia: Victoria,Oceania
MW184992.1,QOT60339.1,2020-09-04,21524,25345,Australia: Victoria,Oceania
MW184991.1,QOT60327.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW184990.1,QOT60315.1,2020-08-04,21514,25335,Australia: Victoria,Oceania
MW184989.1,QOT60303.1,2020-08-18,21524,25345,Australia: Victoria,Oceania
MW184988.1,QOT60291.1,2020-07-28,21542,25363,Australia: Victoria,Oceania
MW184987.1,QOT60279.1,2020-08-03,21560,25381,Australia: Victoria,Oceania
MW184984.1,QOT60243.1,2020-08-09,21524,25345,Australia: Victoria,Oceania
MW184983.1,QOT60231.1,2020-08-18,21525,25346,Australia: Victoria,Oceania
MW184982.1,QOT60219.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW184981.1,QOT60207.1,2020-08-18,21524,25345,Australia: Victoria,Oceania
MW184980.1,QOT60195.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW184979.1,QOT60183.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW184978.1,QOT60171.1,2020-07-25,21518,25339,Australia: Victoria,Oceania
MW184977.1,QOT60159.1,2020-08-16,21525,25346,Australia: Victoria,Oceania
MW184976.1,QOT60147.1,2020-07-30,21553,25374,Australia: Victoria,Oceania
MW184975.1,QOT60135.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW184974.1,QOT60123.1,2020-08-11,21560,25381,Australia: Victoria,Oceania
MW184973.1,QOT60111.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW184972.1,QOT60099.1,2020-09-13,21524,25345,Australia: Victoria,Oceania
MW184970.1,QOT60075.1,2020-07-31,21546,25367,Australia: Victoria,Oceania
MW184969.1,QOT60063.1,2020-07-26,21525,25346,Australia: Victoria,Oceania
MW184968.1,QOT60051.1,2020-08-01,21524,25345,Australia: Victoria,Oceania
MW184966.1,QOT60027.1,2020-07-22,21525,25346,Australia: Victoria,Oceania
MW184961.1,QOT59967.1,2020-08-31,21525,25346,Australia: Victoria,Oceania
MW184960.1,QOT59955.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW184956.1,QOT59907.1,2020-09-03,21551,25372,Australia: Victoria,Oceania
MW184954.1,QOT59883.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW184953.1,QOT59871.1,2020-08-27,21514,25335,Australia: Victoria,Oceania
MW184952.1,QOT59859.1,2020-08-01,21559,25380,Australia: Victoria,Oceania
MW184951.1,QOT59847.1,2020-07-28,21514,25335,Australia: Victoria,Oceania
MW184950.1,QOT59835.1,2020-08-03,21509,25330,Australia: Victoria,Oceania
MW184949.1,QOT59823.1,2020-07-26,21514,25335,Australia: Victoria,Oceania
MW184948.1,QOT59811.1,2020-07-23,21514,25335,Australia: Victoria,Oceania
MW184947.1,QOT59799.1,2020-08-01,21524,25345,Australia: Victoria,Oceania
MW184945.1,QOT59775.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW184944.1,QOT59763.1,2020-09-16,21509,25330,Australia: Victoria,Oceania
MW184941.1,QOT59727.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW184940.1,QOT59715.1,2020-09-01,21524,25345,Australia: Victoria,Oceania
MW184939.1,QOT59703.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW184938.1,QOT59691.1,2020-08-01,21559,25380,Australia: Victoria,Oceania
MW184936.1,QOT59667.1,2020-09-02,21524,25345,Australia: Victoria,Oceania
MW184934.1,QOT59643.1,2020-07-31,21516,25337,Australia: Victoria,Oceania
MW184933.1,QOT59631.1,2020-09-23,21525,25346,Australia: Victoria,Oceania
MW184931.1,QOT59607.1,2020-09-24,21514,25335,Australia: Victoria,Oceania
MW184930.1,QOT59595.1,2020-07-24,21524,25345,Australia: Victoria,Oceania
MW184929.1,QOT59583.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW184928.1,QOT59571.1,2020-08-04,21524,25345,Australia: Victoria,Oceania
MW184927.1,QOT59559.1,2020-08-08,21525,25346,Australia: Victoria,Oceania
MW184926.1,QOT59547.1,2020-08-06,21525,25346,Australia: Victoria,Oceania
MW184925.1,QOT59535.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW184924.1,QOT59523.1,2020-08-17,21553,25374,Australia: Victoria,Oceania
MW184923.1,QOT59511.1,2020-08-13,21515,25336,Australia: Victoria,Oceania
MW184922.1,QOT59499.1,2020-08-07,21518,25339,Australia: Victoria,Oceania
MW184919.1,QOT59463.1,2020-08-07,21514,25335,Australia: Victoria,Oceania
MW184918.1,QOT59451.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW184917.1,QOT59439.1,2020-08-13,21525,25346,Australia: Victoria,Oceania
MW184916.1,QOT59427.1,2020-08-13,21524,25345,Australia: Victoria,Oceania
MW184915.1,QOT59415.1,2020-08-10,21525,25346,Australia: Victoria,Oceania
MW184914.1,QOT59403.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW184911.1,QOT59367.1,2020-07-24,21525,25346,Australia: Victoria,Oceania
MW184909.1,QOT59343.1,2020-08-10,21525,25346,Australia: Victoria,Oceania
MW184908.1,QOT59331.1,2020-08-13,21533,25354,Australia: Victoria,Oceania
MW184907.1,QOT59319.1,2020-08-28,21509,25330,Australia: Victoria,Oceania
MW184906.1,QOT59307.1,2020-08-03,21514,25335,Australia: Victoria,Oceania
MW184904.1,QOT59283.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW184903.1,QOT59271.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW184901.1,QOT59247.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW184900.1,QOT59235.1,2020-08-02,21524,25345,Australia: Victoria,Oceania
MW184899.1,QOT59223.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW184897.1,QOT59199.1,2020-07-31,21525,25346,Australia: Victoria,Oceania
MW184896.1,QOT59187.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW184895.1,QOT59175.1,2020-08-13,21525,25346,Australia: Victoria,Oceania
MW184894.1,QOT59163.1,2020-08-27,21519,25340,Australia: Victoria,Oceania
MW184893.1,QOT59151.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW184892.1,QOT59139.1,2020-09-20,21525,25346,Australia: Victoria,Oceania
MW184891.1,QOT59127.1,2020-08-31,21525,25346,Australia: Victoria,Oceania
MW184889.1,QOT59104.1,2020-07-29,21514,25335,Australia: Victoria,Oceania
MW184888.1,QOT59092.1,2020-09-17,21524,25345,Australia: Victoria,Oceania
MW184887.1,QOT59080.1,2020-08-03,21518,25339,Australia: Victoria,Oceania
MW184886.1,QOT59068.1,2020-10-05,21525,25346,Australia: Victoria,Oceania
MW184885.1,QOT59056.1,2020-08-01,21514,25335,Australia: Victoria,Oceania
MW184884.1,QOT59044.1,2020-09-01,21524,25345,Australia: Victoria,Oceania
MW184883.1,QOT59032.1,2020-08-01,21514,25335,Australia: Victoria,Oceania
MW184882.1,QOT59020.1,2020-08-24,21509,25330,Australia: Victoria,Oceania
MW184879.1,QOT58984.1,2020-07-31,21525,25346,Australia: Victoria,Oceania
MW184877.1,QOT58960.1,2020-08-07,21547,25368,Australia: Victoria,Oceania
MW184876.1,QOT58948.1,2020-08-04,21514,25335,Australia: Victoria,Oceania
MW184875.1,QOT58936.1,2020-08-18,21558,25379,Australia: Victoria,Oceania
MW184874.1,QOT58924.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW184872.1,QOT58900.1,2020-08-11,21525,25346,Australia: Victoria,Oceania
MW184871.1,QOT58888.1,2020-07-27,21509,25330,Australia: Victoria,Oceania
MW184870.1,QOT58876.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW184869.1,QOT58864.1,2020-08-17,21524,25345,Australia: Victoria,Oceania
MW184867.1,QOT58840.1,2020-08-13,21524,25345,Australia: Victoria,Oceania
MW184866.1,QOT58828.1,2020-07-23,21551,25372,Australia: Victoria,Oceania
MW184865.1,QOT58816.1,2020-08-23,21509,25330,Australia: Victoria,Oceania
MW184864.1,QOT58804.1,2020-08-13,21509,25330,Australia: Victoria,Oceania
MW184862.1,QOT58780.1,2020-08-04,21514,25335,Australia: Victoria,Oceania
MW184861.1,QOT58768.1,2020-08-17,21525,25346,Australia: Victoria,Oceania
MW184860.1,QOT58756.1,2020-08-07,21509,25330,Australia: Victoria,Oceania
MW184859.1,QOT58744.1,2020-07-27,21552,25373,Australia: Victoria,Oceania
MW184858.1,QOT58732.1,2020-07-29,21560,25381,Australia: Victoria,Oceania
MW184856.1,QOT58708.1,2020-08-11,21554,25375,Australia: Victoria,Oceania
MW184855.1,QOT58696.1,2020-07-24,21525,25346,Australia: Victoria,Oceania
MW184854.1,QOT58684.1,2020-09-18,21511,25332,Australia: Victoria,Oceania
MW184853.1,QOT58672.1,2020-08-29,21551,25372,Australia: Victoria,Oceania
MW184852.1,QOT58660.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW184851.1,QOT58648.1,2020-08-23,21562,25383,Australia: Victoria,Oceania
MW184849.1,QOT58624.1,2020-08-09,21525,25346,Australia: Victoria,Oceania
MW184848.1,QOT58612.1,2020-09-01,21514,25335,Australia: Victoria,Oceania
MW184845.1,QOT58576.1,2020-07-27,21518,25339,Australia: Victoria,Oceania
MW184844.1,QOT58564.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
